Sprs_0001	len=368	ExpAA=88.22	First60=0.00	PredHel=4	Topology=i85-107o117-134i190-212o250-272i
Sprs_0304	len=812	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_0305	len=474	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Sprs_0306	len=467	ExpAA=0.58	First60=0.50	PredHel=0	Topology=o
Sprs_0307	len=418	ExpAA=22.48	First60=0.00	PredHel=1	Topology=i351-373o
Sprs_0308	len=298	ExpAA=0.22	First60=0.06	PredHel=0	Topology=o
Sprs_0309	len=2118	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0310	len=281	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0311	len=1108	ExpAA=0.91	First60=0.00	PredHel=0	Topology=o
Sprs_0312	len=572	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_0313	len=387	ExpAA=0.45	First60=0.00	PredHel=0	Topology=o
Sprs_0314	len=567	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0315	len=89	ExpAA=17.43	First60=16.81	PredHel=1	Topology=o5-24i
Sprs_0316	len=384	ExpAA=0.56	First60=0.00	PredHel=0	Topology=o
Sprs_0317	len=485	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Sprs_0318	len=749	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Sprs_0319	len=128	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0320	len=745	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0321	len=928	ExpAA=0.11	First60=0.05	PredHel=0	Topology=o
Sprs_0322	len=372	ExpAA=120.84	First60=39.38	PredHel=4	Topology=o15-34i41-63o107-129i182-204o
Sprs_0323	len=127	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0324	len=835	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0325	len=393	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0326	len=248	ExpAA=4.26	First60=0.02	PredHel=0	Topology=o
Sprs_0327	len=883	ExpAA=3.40	First60=0.00	PredHel=0	Topology=o
Sprs_0328	len=1097	ExpAA=0.98	First60=0.00	PredHel=0	Topology=o
Sprs_0329	len=1064	ExpAA=158.97	First60=0.00	PredHel=7	Topology=o728-750i770-792o807-829i857-876o881-903i989-1011o1037-1059i
Sprs_0330	len=138	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0331	len=303	ExpAA=13.58	First60=8.15	PredHel=0	Topology=o
Sprs_0332	len=544	ExpAA=9.54	First60=9.53	PredHel=0	Topology=o
Sprs_0333	len=1170	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0334	len=368	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_0335	len=531	ExpAA=1.93	First60=0.00	PredHel=0	Topology=o
Sprs_0337	len=450	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0338	len=439	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0339	len=1241	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0340	len=1735	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0341	len=196	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0342	len=329	ExpAA=0.94	First60=0.18	PredHel=0	Topology=o
Sprs_0343	len=1164	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
Sprs_0344	len=839	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0345	len=299	ExpAA=0.69	First60=0.61	PredHel=0	Topology=o
Sprs_0346	len=565	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
Sprs_0347	len=268	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Sprs_0348	len=390	ExpAA=6.59	First60=0.00	PredHel=0	Topology=o
Sprs_0349	len=147	ExpAA=0.12	First60=0.08	PredHel=0	Topology=o
Sprs_0350	len=593	ExpAA=174.05	First60=19.96	PredHel=8	Topology=i13-30o213-235i247-269o302-324i337-356o366-388i409-431o446-468i
Sprs_0351	len=222	ExpAA=92.73	First60=16.12	PredHel=4	Topology=i54-76o81-100i130-152o162-184i
Sprs_0352	len=911	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0353	len=530	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0354	len=354	ExpAA=124.70	First60=6.35	PredHel=6	Topology=o57-76i97-119o132-154i199-221o231-250i263-285o
Sprs_0355	len=356	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0356	len=302	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0357	len=503	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Sprs_0358	len=577	ExpAA=0.23	First60=0.01	PredHel=0	Topology=o
Sprs_0359	len=390	ExpAA=33.73	First60=21.70	PredHel=1	Topology=i7-29o
Sprs_0360	len=1517	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0361	len=140	ExpAA=11.44	First60=10.91	PredHel=0	Topology=o
Sprs_0362	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0363	len=139	ExpAA=19.40	First60=19.40	PredHel=1	Topology=i5-27o
Sprs_0364	len=164	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0365	len=138	ExpAA=17.43	First60=14.65	PredHel=0	Topology=o
Sprs_0366	len=142	ExpAA=0.64	First60=0.62	PredHel=0	Topology=o
Sprs_0367	len=1356	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0368	len=1096	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0369	len=1421	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0370	len=1620	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_0371	len=534	ExpAA=4.93	First60=0.00	PredHel=0	Topology=o
Sprs_0372	len=841	ExpAA=112.05	First60=0.00	PredHel=5	Topology=o322-344i380-397o407-426i507-529o569-591i
Sprs_0373	len=714	ExpAA=3.09	First60=0.02	PredHel=0	Topology=o
Sprs_0374	len=297	ExpAA=0.41	First60=0.41	PredHel=0	Topology=o
Sprs_0375	len=730	ExpAA=17.02	First60=17.02	PredHel=1	Topology=i7-29o
Sprs_0376	len=240	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0377	len=642	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Sprs_0378	len=205	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0379	len=356	ExpAA=134.78	First60=30.28	PredHel=6	Topology=o10-32i53-72o87-109i122-144o164-186i207-229o
Sprs_0380	len=1186	ExpAA=11.71	First60=0.00	PredHel=0	Topology=o
Sprs_0381	len=311	ExpAA=2.24	First60=0.00	PredHel=0	Topology=o
Sprs_0382	len=827	ExpAA=126.23	First60=22.41	PredHel=6	Topology=o34-56i69-91o106-128i164-181o201-223i236-258o
Sprs_0383	len=152	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0384	len=414	ExpAA=105.30	First60=0.00	PredHel=5	Topology=o249-268i281-303o313-335i342-364o384-406i
Sprs_0385	len=128	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0386	len=1143	ExpAA=1.64	First60=0.85	PredHel=0	Topology=o
Sprs_0387	len=1256	ExpAA=0.55	First60=0.00	PredHel=0	Topology=o
Sprs_0388	len=364	ExpAA=48.44	First60=0.25	PredHel=2	Topology=i106-128o186-208i
Sprs_0389	len=220	ExpAA=0.57	First60=0.56	PredHel=0	Topology=o
Sprs_0390	len=371	ExpAA=3.02	First60=3.02	PredHel=0	Topology=o
Sprs_0391	len=287	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0392	len=487	ExpAA=0.94	First60=0.16	PredHel=0	Topology=o
Sprs_0393	len=1549	ExpAA=2.68	First60=0.00	PredHel=0	Topology=o
Sprs_0394	len=1288	ExpAA=0.93	First60=0.00	PredHel=0	Topology=o
Sprs_0395	len=592	ExpAA=3.81	First60=3.81	PredHel=0	Topology=o
Sprs_0396	len=441	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0397	len=355	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0398	len=533	ExpAA=85.28	First60=22.64	PredHel=4	Topology=o32-54i97-116o136-153i165-183o
Sprs_0399	len=543	ExpAA=194.80	First60=0.02	PredHel=9	Topology=o213-235i256-275o290-312i319-336o395-417i429-448o452-474i486-508o518-537i
Sprs_0400	len=337	ExpAA=135.59	First60=22.93	PredHel=6	Topology=o33-55i62-81o138-160i167-186o201-223i236-258o
Sprs_0401	len=639	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0402	len=466	ExpAA=0.58	First60=0.57	PredHel=0	Topology=o
Sprs_0403	len=456	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Sprs_0404	len=999	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_0405	len=523	ExpAA=166.22	First60=4.10	PredHel=7	Topology=o56-78i99-121o141-163i194-216o287-309i363-385o405-427i
Sprs_0406	len=2512	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_0407	len=501	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
Sprs_0408	len=582	ExpAA=230.49	First60=9.94	PredHel=11	Topology=o47-69i86-108o118-140i176-198o226-248i366-385o400-422i434-456o471-493i526-545o549-568i
Sprs_0409	len=1129	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0410	len=783	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0411	len=294	ExpAA=38.66	First60=20.95	PredHel=1	Topology=o20-42i
Sprs_0412	len=391	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0413	len=772	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0414	len=188	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0415	len=132	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Sprs_0416	len=362	ExpAA=21.20	First60=0.01	PredHel=1	Topology=i73-95o
Sprs_0417	len=321	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0418	len=728	ExpAA=70.92	First60=10.34	PredHel=3	Topology=i58-77o99-121i182-204o
Sprs_0419	len=586	ExpAA=39.52	First60=0.12	PredHel=1	Topology=o421-443i
Sprs_0420	len=1905	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Sprs_0421	len=239	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0422	len=860	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0423	len=1070	ExpAA=139.81	First60=0.00	PredHel=5	Topology=o570-589i610-630o640-662i790-807o849-871i
Sprs_0424	len=777	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0425	len=346	ExpAA=0.28	First60=0.28	PredHel=0	Topology=o
Sprs_0426	len=417	ExpAA=0.32	First60=0.32	PredHel=0	Topology=o
Sprs_0427	len=1980	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_0428	len=231	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0429	len=222	ExpAA=5.16	First60=0.00	PredHel=0	Topology=o
Sprs_0430	len=494	ExpAA=7.66	First60=7.20	PredHel=0	Topology=o
Sprs_0431	len=847	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
Sprs_0432	len=1066	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0433	len=635	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0434	len=302	ExpAA=41.99	First60=2.06	PredHel=2	Topology=i59-78o83-105i
Sprs_0435	len=1144	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0436	len=630	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0437	len=379	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0438	len=1472	ExpAA=0.28	First60=0.00	PredHel=0	Topology=o
Sprs_0439	len=280	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Sprs_0440	len=850	ExpAA=8.44	First60=8.43	PredHel=0	Topology=o
Sprs_0441	len=1690	ExpAA=11.24	First60=0.07	PredHel=0	Topology=o
Sprs_0442	len=184	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0443	len=724	ExpAA=14.38	First60=11.34	PredHel=0	Topology=o
Sprs_0444	len=114	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0445	len=479	ExpAA=44.42	First60=0.00	PredHel=2	Topology=o339-361i456-478o
Sprs_0446	len=316	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0447	len=875	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_0448	len=771	ExpAA=17.73	First60=1.37	PredHel=1	Topology=i242-264o
Sprs_0449	len=191	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Sprs_0450	len=1471	ExpAA=275.55	First60=0.00	PredHel=12	Topology=o517-539i551-573o597-619i626-648o658-677i769-791o1185-1202i1215-1237o1257-1279i1292-1314o1319-1341i1444-1466o
Sprs_0451	len=891	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0453	len=762	ExpAA=210.10	First60=0.12	PredHel=7	Topology=o295-313i320-342o408-427i440-462o613-632i645-667o677-696i
Sprs_0454	len=320	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0455	len=1381	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0456	len=1982	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0457	len=589	ExpAA=8.86	First60=0.00	PredHel=0	Topology=o
Sprs_0458	len=692	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_0459	len=263	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0460	len=254	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Sprs_0461	len=289	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0462	len=128	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0463	len=1011	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Sprs_0464	len=306	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0465	len=307	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0466	len=405	ExpAA=41.59	First60=19.22	PredHel=2	Topology=i7-29o357-379i
Sprs_0467	len=210	ExpAA=0.86	First60=0.01	PredHel=0	Topology=o
Sprs_0468	len=1640	ExpAA=0.83	First60=0.00	PredHel=0	Topology=o
Sprs_0469	len=360	ExpAA=0.21	First60=0.01	PredHel=0	Topology=o
Sprs_0470	len=923	ExpAA=156.75	First60=0.00	PredHel=7	Topology=o558-576i596-618o638-660i672-694o714-736i848-870o890-912i
Sprs_0471	len=507	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Sprs_0472	len=756	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0473	len=762	ExpAA=5.73	First60=5.73	PredHel=0	Topology=o
Sprs_0474	len=1360	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Sprs_0475	len=1022	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0476	len=180	ExpAA=0.93	First60=0.01	PredHel=0	Topology=o
Sprs_0477	len=302	ExpAA=80.00	First60=27.58	PredHel=3	Topology=i13-35o55-77i98-117o
Sprs_0478	len=878	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0479	len=266	ExpAA=40.36	First60=0.00	PredHel=2	Topology=o202-224i236-255o
Sprs_0480	len=290	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
Sprs_0481	len=396	ExpAA=7.76	First60=6.78	PredHel=0	Topology=o
Sprs_0482	len=409	ExpAA=1.28	First60=0.91	PredHel=0	Topology=o
Sprs_0483	len=938	ExpAA=174.75	First60=14.41	PredHel=7	Topology=o82-104i132-154o174-193i214-236o306-328i538-560o575-597i
Sprs_0484	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0485	len=1472	ExpAA=134.57	First60=0.00	PredHel=6	Topology=o1220-1242i1249-1271o1291-1313i1320-1339o1393-1415i1428-1447o
Sprs_0486	len=202	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0487	len=136	ExpAA=57.02	First60=9.95	PredHel=2	Topology=i52-74o116-135i
Sprs_0488	len=732	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0489	len=350	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0490	len=214	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
Sprs_0491	len=754	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Sprs_0492	len=72	ExpAA=2.49	First60=2.32	PredHel=0	Topology=o
Sprs_0493	len=492	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Sprs_0494	len=482	ExpAA=60.13	First60=0.00	PredHel=1	Topology=o202-224i
Sprs_0495	len=342	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0496	len=368	ExpAA=1.16	First60=1.14	PredHel=0	Topology=o
Sprs_0497	len=347	ExpAA=0.63	First60=0.62	PredHel=0	Topology=o
Sprs_0498	len=284	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0499	len=1877	ExpAA=0.76	First60=0.00	PredHel=0	Topology=o
Sprs_0500	len=157	ExpAA=15.65	First60=15.65	PredHel=0	Topology=o
Sprs_0501	len=398	ExpAA=21.47	First60=18.47	PredHel=1	Topology=i41-63o
Sprs_0502	len=257	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0503	len=728	ExpAA=0.12	First60=0.10	PredHel=0	Topology=o
Sprs_0504	len=646	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0505	len=71	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0506	len=487	ExpAA=167.96	First60=0.00	PredHel=8	Topology=i159-177o182-201i206-228o233-255i267-286o306-328i368-390o394-416i
Sprs_0507	len=910	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0508	len=529	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_0509	len=227	ExpAA=27.67	First60=22.23	PredHel=1	Topology=o33-55i
Sprs_0510	len=261	ExpAA=1.00	First60=0.99	PredHel=0	Topology=o
Sprs_0511	len=754	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0512	len=350	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0513	len=193	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Sprs_0514	len=504	ExpAA=254.96	First60=0.00	PredHel=12	Topology=i69-87o107-129i138-155o165-187i199-221o231-253i303-325o338-360i365-387o392-414i426-445o460-482i
Sprs_0515	len=329	ExpAA=2.99	First60=0.00	PredHel=0	Topology=o
Sprs_0516	len=451	ExpAA=11.32	First60=0.37	PredHel=0	Topology=o
Sprs_0517	len=209	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
Sprs_0518	len=150	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Sprs_0519	len=851	ExpAA=0.18	First60=0.16	PredHel=0	Topology=o
Sprs_0520	len=252	ExpAA=0.07	First60=0.02	PredHel=0	Topology=o
Sprs_0521	len=608	ExpAA=51.24	First60=0.00	PredHel=3	Topology=o368-390i552-574o589-606i
Sprs_0522	len=294	ExpAA=0.19	First60=0.03	PredHel=0	Topology=o
Sprs_0523	len=226	ExpAA=5.89	First60=5.83	PredHel=0	Topology=o
Sprs_0524	len=418	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0525	len=526	ExpAA=2.79	First60=0.00	PredHel=0	Topology=o
Sprs_0526	len=416	ExpAA=112.12	First60=36.41	PredHel=5	Topology=o5-27i34-56o60-82i213-235o240-262i
Sprs_0527	len=370	ExpAA=22.56	First60=19.13	PredHel=1	Topology=i7-26o
Sprs_0528	len=480	ExpAA=0.42	First60=0.34	PredHel=0	Topology=o
Sprs_0529	len=551	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0530	len=757	ExpAA=11.86	First60=0.00	PredHel=0	Topology=o
Sprs_0531	len=1083	ExpAA=313.16	First60=0.04	PredHel=14	Topology=i112-134o144-166i458-475o526-548i584-606o616-638i669-691o701-718i738-760o775-797i804-821o831-853i866-888o940-962i
Sprs_0532	len=1320	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0533	len=738	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0534	len=551	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0535	len=384	ExpAA=0.30	First60=0.28	PredHel=0	Topology=o
Sprs_0536	len=553	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0537	len=340	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0538	len=585	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0539	len=532	ExpAA=5.64	First60=0.02	PredHel=0	Topology=o
Sprs_0540	len=1028	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0541	len=863	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Sprs_0542	len=1325	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0543	len=1511	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0544	len=380	ExpAA=1.23	First60=0.01	PredHel=0	Topology=o
Sprs_0545	len=616	ExpAA=195.97	First60=0.00	PredHel=9	Topology=i146-168o183-202i267-289o339-361i368-390o410-432i453-475o490-512i533-555o
Sprs_0546	len=1068	ExpAA=255.82	First60=0.00	PredHel=10	Topology=o304-326i378-400o431-453i460-482o497-516i633-655o670-692i947-976o991-1013i1033-1055o
Sprs_0547	len=1742	ExpAA=37.22	First60=0.00	PredHel=2	Topology=o1664-1686i1699-1721o
Sprs_0548	len=396	ExpAA=3.11	First60=3.11	PredHel=0	Topology=o
Sprs_0549	len=526	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Sprs_0550	len=1155	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0551	len=150	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0552	len=297	ExpAA=22.48	First60=0.00	PredHel=1	Topology=i270-292o
Sprs_0553	len=2224	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0554	len=640	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0555	len=313	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Sprs_0556	len=251	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_0557	len=218	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0558	len=896	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0559	len=391	ExpAA=16.60	First60=0.08	PredHel=0	Topology=o
Sprs_0560	len=979	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Sprs_0561	len=1523	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0562	len=1075	ExpAA=167.76	First60=15.78	PredHel=8	Topology=o43-65i78-100o120-139i146-168o183-205i218-240o264-286i349-367o
Sprs_0563	len=532	ExpAA=8.15	First60=0.00	PredHel=0	Topology=o
Sprs_0564	len=330	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Sprs_0565	len=675	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_0566	len=738	ExpAA=230.18	First60=0.00	PredHel=8	Topology=o67-89i383-405o420-442i558-580o604-626i638-660o680-702i709-731o
Sprs_0567	len=123	ExpAA=3.19	First60=3.19	PredHel=0	Topology=o
Sprs_0568	len=640	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Sprs_0569	len=1013	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Sprs_0570	len=1003	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0571	len=682	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0572	len=354	ExpAA=0.08	First60=0.04	PredHel=0	Topology=o
Sprs_0573	len=184	ExpAA=0.16	First60=0.14	PredHel=0	Topology=o
Sprs_0574	len=1386	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0575	len=535	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0576	len=1421	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
Sprs_0577	len=106	ExpAA=20.06	First60=0.00	PredHel=1	Topology=i84-102o
Sprs_0578	len=277	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
Sprs_0579	len=300	ExpAA=60.79	First60=1.62	PredHel=0	Topology=o
Sprs_0580	len=447	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0581	len=353	ExpAA=0.88	First60=0.88	PredHel=0	Topology=o
Sprs_0582	len=720	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_0583	len=1970	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0584	len=418	ExpAA=80.98	First60=0.15	PredHel=3	Topology=i321-343o353-370i383-405o
Sprs_0585	len=652	ExpAA=0.13	First60=0.01	PredHel=0	Topology=o
Sprs_0586	len=493	ExpAA=0.95	First60=0.07	PredHel=0	Topology=o
Sprs_0587	len=740	ExpAA=182.11	First60=17.78	PredHel=9	Topology=i37-59o117-139i159-181o196-218i268-290o334-356i376-398o403-425i446-463o
Sprs_0588	len=543	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0589	len=596	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Sprs_0590	len=298	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0591	len=129	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0592	len=228	ExpAA=62.64	First60=21.00	PredHel=3	Topology=i13-32o87-109i205-227o
Sprs_0593	len=169	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Sprs_0594	len=203	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0595	len=338	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Sprs_0596	len=171	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Sprs_0597	len=220	ExpAA=104.98	First60=41.61	PredHel=5	Topology=o6-25i32-54o99-121i134-156o184-201i
Sprs_0598	len=1677	ExpAA=2.96	First60=0.00	PredHel=0	Topology=o
Sprs_0599	len=685	ExpAA=138.77	First60=31.44	PredHel=6	Topology=o20-42i49-68o92-114i127-149o154-176i183-205o
Sprs_0600	len=786	ExpAA=213.16	First60=24.75	PredHel=8	Topology=i12-34o409-431i461-483o493-515i552-574o584-603i610-632o642-664i
Sprs_0601	len=353	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Sprs_0602	len=474	ExpAA=0.13	First60=0.02	PredHel=0	Topology=o
Sprs_0603	len=753	ExpAA=20.89	First60=0.00	PredHel=1	Topology=o720-742i
Sprs_0604	len=605	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Sprs_0605	len=527	ExpAA=22.41	First60=0.01	PredHel=1	Topology=o368-390i
Sprs_0606	len=1493	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0607	len=784	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Sprs_0608	len=1326	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
