Usma_0001	len=209	ExpAA=18.77	First60=15.39	PredHel=1	Topology=i45-67o
Usma_0306	len=209	ExpAA=20.06	First60=0.02	PredHel=1	Topology=i189-208o
Usma_0307	len=742	ExpAA=1.15	First60=0.00	PredHel=0	Topology=o
Usma_0308	len=710	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0309	len=878	ExpAA=1.28	First60=0.05	PredHel=0	Topology=o
Usma_0310	len=484	ExpAA=0.39	First60=0.11	PredHel=0	Topology=o
Usma_0311	len=804	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0312	len=1206	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0313	len=541	ExpAA=2.61	First60=0.00	PredHel=0	Topology=o
Usma_0314	len=588	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0315	len=421	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0316	len=653	ExpAA=3.41	First60=3.38	PredHel=0	Topology=o
Usma_0317	len=191	ExpAA=0.14	First60=0.14	PredHel=0	Topology=o
Usma_0318	len=609	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_0319	len=447	ExpAA=1.25	First60=0.01	PredHel=0	Topology=o
Usma_0320	len=860	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0321	len=876	ExpAA=155.57	First60=21.67	PredHel=7	Topology=i12-34o128-150i163-185o222-244i251-273o293-310i317-339o
Usma_0322	len=1119	ExpAA=5.96	First60=0.00	PredHel=0	Topology=o
Usma_0323	len=628	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_0324	len=300	ExpAA=47.88	First60=21.13	PredHel=2	Topology=i21-43o72-94i
Usma_0325	len=808	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0326	len=511	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_0327	len=709	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0328	len=166	ExpAA=1.41	First60=0.00	PredHel=0	Topology=o
Usma_0329	len=223	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_0330	len=552	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0331	len=424	ExpAA=8.28	First60=0.13	PredHel=0	Topology=o
Usma_0332	len=587	ExpAA=0.73	First60=0.70	PredHel=0	Topology=o
Usma_0333	len=634	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_0334	len=756	ExpAA=23.72	First60=0.00	PredHel=0	Topology=o
Usma_0335	len=552	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0336	len=436	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0337	len=1152	ExpAA=20.11	First60=0.02	PredHel=0	Topology=o
Usma_0338	len=399	ExpAA=1.64	First60=1.61	PredHel=0	Topology=o
Usma_0339	len=315	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usma_0340	len=360	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0341	len=255	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0342	len=622	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0343	len=732	ExpAA=20.34	First60=0.00	PredHel=1	Topology=i107-129o
Usma_0344	len=2962	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0345	len=235	ExpAA=0.39	First60=0.36	PredHel=0	Topology=o
Usma_0346	len=300	ExpAA=11.70	First60=0.42	PredHel=0	Topology=o
Usma_0347	len=351	ExpAA=38.44	First60=19.25	PredHel=0	Topology=o
Usma_0348	len=951	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Usma_0349	len=1133	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0350	len=352	ExpAA=18.65	First60=17.91	PredHel=1	Topology=i7-26o
Usma_0351	len=215	ExpAA=0.21	First60=0.15	PredHel=0	Topology=o
Usma_0352	len=610	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0353	len=1284	ExpAA=0.57	First60=0.00	PredHel=0	Topology=o
Usma_0354	len=1102	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0355	len=373	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_0356	len=754	ExpAA=0.16	First60=0.01	PredHel=0	Topology=o
Usma_0357	len=175	ExpAA=0.32	First60=0.32	PredHel=0	Topology=o
Usma_0358	len=208	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Usma_0359	len=1913	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0360	len=172	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0361	len=397	ExpAA=30.19	First60=0.53	PredHel=1	Topology=o378-395i
Usma_0362	len=635	ExpAA=219.31	First60=18.21	PredHel=11	Topology=i7-26o70-92i101-123o143-162i169-191o206-228i235-257o320-342i355-374o378-400i407-429o
Usma_0363	len=349	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0364	len=181	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Usma_0365	len=1194	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0366	len=566	ExpAA=265.30	First60=0.06	PredHel=12	Topology=i63-85o95-117i141-163o173-190i202-224o247-269i290-312o332-354i384-401o411-433i460-482o497-519i
Usma_0367	len=639	ExpAA=12.88	First60=12.88	PredHel=0	Topology=o
Usma_0368	len=314	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0369	len=291	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usma_0370	len=1224	ExpAA=6.01	First60=0.01	PredHel=0	Topology=o
Usma_0371	len=1451	ExpAA=0.50	First60=0.00	PredHel=0	Topology=o
Usma_0372	len=219	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0373	len=556	ExpAA=8.91	First60=2.56	PredHel=0	Topology=o
Usma_0374	len=574	ExpAA=202.36	First60=20.62	PredHel=9	Topology=o4-26i149-171o191-213i220-237o301-323i359-381o423-445i458-480o523-545i
Usma_0375	len=806	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0376	len=462	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0377	len=898	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_0378	len=977	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0379	len=1325	ExpAA=0.21	First60=0.08	PredHel=0	Topology=o
Usma_0380	len=376	ExpAA=171.40	First60=18.16	PredHel=8	Topology=i40-62o82-101i108-130o155-177i203-225o235-252i264-286o301-323i
Usma_0381	len=75	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0382	len=252	ExpAA=88.51	First60=22.19	PredHel=4	Topology=i5-27o149-171i180-202o222-244i
Usma_0383	len=1459	ExpAA=1.09	First60=0.00	PredHel=0	Topology=o
Usma_0384	len=881	ExpAA=39.41	First60=0.00	PredHel=2	Topology=o823-845i852-874o
Usma_0385	len=463	ExpAA=12.32	First60=12.23	PredHel=0	Topology=o
Usma_0386	len=1136	ExpAA=3.45	First60=0.00	PredHel=0	Topology=o
Usma_0387	len=599	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0388	len=166	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
Usma_0389	len=980	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0390	len=864	ExpAA=7.72	First60=2.15	PredHel=0	Topology=o
Usma_0391	len=426	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0392	len=356	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0393	len=1807	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0394	len=173	ExpAA=0.21	First60=0.01	PredHel=0	Topology=o
Usma_0395	len=292	ExpAA=129.97	First60=21.19	PredHel=6	Topology=o36-58i70-92o122-144i165-184o199-221i234-256o
Usma_0396	len=1244	ExpAA=220.86	First60=27.64	PredHel=10	Topology=i21-43o53-72i209-231o235-257i417-439o1026-1048i1061-1083o1108-1130i1143-1162o1182-1204i
Usma_0397	len=79	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0398	len=519	ExpAA=246.54	First60=0.00	PredHel=12	Topology=i68-85o109-131i136-153o163-185i198-220o230-252i303-325o335-357i364-386o391-413i425-444o459-481i
Usma_0399	len=1266	ExpAA=53.85	First60=0.00	PredHel=2	Topology=o999-1021i1055-1074o
Usma_0400	len=1066	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0401	len=885	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0402	len=610	ExpAA=265.06	First60=0.05	PredHel=12	Topology=i62-84o133-155i162-184o204-226i246-268o283-302i382-404o419-441i482-501o511-533i554-576o586-608i
Usma_0403	len=541	ExpAA=0.66	First60=0.01	PredHel=0	Topology=o
Usma_0404	len=447	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0405	len=392	ExpAA=0.64	First60=0.01	PredHel=0	Topology=o
Usma_0406	len=622	ExpAA=174.81	First60=9.85	PredHel=8	Topology=i52-71o81-103i126-148o163-185i205-223o243-265i272-289o299-321i
Usma_0407	len=373	ExpAA=4.55	First60=0.01	PredHel=0	Topology=o
Usma_0408	len=290	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0409	len=621	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0410	len=1007	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0411	len=559	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_0412	len=181	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
Usma_0413	len=536	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0414	len=769	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0415	len=345	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_0416	len=325	ExpAA=21.02	First60=0.00	PredHel=1	Topology=i168-190o
Usma_0417	len=130	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Usma_0418	len=1301	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0419	len=600	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0420	len=396	ExpAA=20.66	First60=20.50	PredHel=1	Topology=i7-29o
Usma_0421	len=364	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0422	len=145	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0423	len=287	ExpAA=1.88	First60=0.07	PredHel=0	Topology=o
Usma_0424	len=943	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0425	len=1367	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0426	len=890	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_0427	len=344	ExpAA=0.12	First60=0.10	PredHel=0	Topology=o
Usma_0428	len=279	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Usma_0429	len=940	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0430	len=155	ExpAA=62.67	First60=21.36	PredHel=3	Topology=o20-39i76-95o128-150i
Usma_0431	len=359	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Usma_0432	len=164	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usma_0433	len=200	ExpAA=0.69	First60=0.69	PredHel=0	Topology=o
Usma_0434	len=1233	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0435	len=332	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0436	len=423	ExpAA=0.51	First60=0.51	PredHel=0	Topology=o
Usma_0437	len=483	ExpAA=0.87	First60=0.00	PredHel=0	Topology=o
Usma_0438	len=1323	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0439	len=306	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_0440	len=1127	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0441	len=1652	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0442	len=667	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
Usma_0443	len=1212	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0444	len=281	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Usma_0445	len=382	ExpAA=4.61	First60=0.00	PredHel=0	Topology=o
Usma_0446	len=942	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_0447	len=167	ExpAA=2.91	First60=2.91	PredHel=0	Topology=o
Usma_0448	len=446	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Usma_0449	len=336	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_0450	len=383	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0451	len=597	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_0452	len=339	ExpAA=6.82	First60=6.46	PredHel=0	Topology=o
Usma_0453	len=287	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0454	len=113	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0455	len=1187	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0456	len=294	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0457	len=614	ExpAA=0.05	First60=0.01	PredHel=0	Topology=o
Usma_0458	len=454	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Usma_0459	len=326	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0460	len=351	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usma_0461	len=701	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_0462	len=1837	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0463	len=438	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_0464	len=142	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_0465	len=1300	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0466	len=143	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usma_0467	len=323	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0468	len=322	ExpAA=13.66	First60=1.11	PredHel=0	Topology=o
Usma_0469	len=517	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0470	len=885	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0471	len=668	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0472	len=537	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0473	len=83	ExpAA=20.65	First60=20.65	PredHel=1	Topology=i13-35o
Usma_0474	len=224	ExpAA=7.62	First60=7.45	PredHel=0	Topology=o
Usma_0475	len=819	ExpAA=0.60	First60=0.59	PredHel=0	Topology=o
Usma_0476	len=603	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0477	len=909	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0478	len=1817	ExpAA=325.23	First60=19.16	PredHel=14	Topology=o20-42i160-182o197-219i226-248o263-285i410-432o622-644i711-733o753-775i1176-1198o1239-1261i1312-1334o1339-1361i1422-1444o
Usma_0479	len=240	ExpAA=0.14	First60=0.12	PredHel=0	Topology=o
Usma_0480	len=309	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0481	len=975	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usma_0482	len=1110	ExpAA=310.59	First60=17.53	PredHel=13	Topology=i43-65o562-584i634-651o693-715i727-744o754-776i814-833o843-865i886-903o955-977i984-1006o1050-1072i1085-1107o
Usma_0483	len=356	ExpAA=26.17	First60=0.26	PredHel=0	Topology=o
Usma_0484	len=1064	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Usma_0485	len=1560	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0486	len=307	ExpAA=17.66	First60=0.11	PredHel=0	Topology=o
Usma_0487	len=1042	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0488	len=379	ExpAA=0.88	First60=0.00	PredHel=0	Topology=o
Usma_0489	len=1012	ExpAA=0.20	First60=0.04	PredHel=0	Topology=o
Usma_0490	len=942	ExpAA=169.06	First60=0.00	PredHel=7	Topology=o639-661i674-696o706-728i751-773o783-805i884-906o910-929i
Usma_0491	len=729	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0492	len=939	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0493	len=736	ExpAA=153.62	First60=0.00	PredHel=7	Topology=i146-168o202-224i231-253o257-279i284-303o313-335i371-393o
Usma_0494	len=361	ExpAA=1.31	First60=1.31	PredHel=0	Topology=o
Usma_0495	len=861	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_0496	len=1428	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0497	len=135	ExpAA=0.37	First60=0.11	PredHel=0	Topology=o
Usma_0498	len=205	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0499	len=475	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0500	len=915	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_0501	len=855	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Usma_0502	len=1029	ExpAA=162.96	First60=0.00	PredHel=7	Topology=o723-742i762-784o794-816i828-850o860-882i963-985o1000-1022i
Usma_0503	len=1824	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_0504	len=327	ExpAA=20.60	First60=11.99	PredHel=0	Topology=o
Usma_0505	len=569	ExpAA=262.06	First60=0.00	PredHel=12	Topology=i170-192o207-229i236-255o265-287i300-317o327-349i379-401o411-433i440-462o472-494i506-528o538-560i
Usma_0506	len=547	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0507	len=1444	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0508	len=188	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0509	len=1140	ExpAA=19.11	First60=3.33	PredHel=0	Topology=o
Usma_0510	len=176	ExpAA=7.32	First60=4.76	PredHel=0	Topology=o
Usma_0511	len=538	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0512	len=537	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0513	len=577	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Usma_0514	len=363	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Usma_0515	len=552	ExpAA=0.19	First60=0.13	PredHel=0	Topology=o
Usma_0516	len=2743	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Usma_0517	len=702	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0518	len=683	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0519	len=765	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usma_0520	len=480	ExpAA=19.86	First60=0.53	PredHel=1	Topology=o461-479i
Usma_0521	len=517	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0522	len=1460	ExpAA=4.91	First60=0.00	PredHel=0	Topology=o
Usma_0523	len=1480	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_0524	len=177	ExpAA=64.96	First60=17.60	PredHel=3	Topology=i41-63o114-136i149-171o
Usma_0525	len=98	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0526	len=751	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_0527	len=582	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0528	len=401	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0529	len=259	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0530	len=329	ExpAA=0.42	First60=0.00	PredHel=0	Topology=o
Usma_0531	len=479	ExpAA=18.61	First60=0.00	PredHel=0	Topology=o
Usma_0532	len=569	ExpAA=226.09	First60=3.81	PredHel=10	Topology=i58-80o95-117i130-152o172-191i204-226o259-281i378-400o451-473i506-528o543-565i
Usma_0533	len=1076	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0534	len=277	ExpAA=82.68	First60=2.81	PredHel=4	Topology=i57-79o116-138i211-233o238-257i
Usma_0535	len=254	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0536	len=170	ExpAA=91.83	First60=25.11	PredHel=4	Topology=o15-37i58-80o95-117i130-152o
Usma_0537	len=891	ExpAA=161.28	First60=0.00	PredHel=7	Topology=o63-85i106-128o148-170i200-222o275-297i475-497o519-541i
Usma_0538	len=398	ExpAA=15.43	First60=15.40	PredHel=0	Topology=o
Usma_0539	len=204	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Usma_0540	len=185	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0541	len=1572	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0542	len=319	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0543	len=359	ExpAA=0.36	First60=0.00	PredHel=0	Topology=o
Usma_0544	len=1077	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
Usma_0545	len=1298	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0546	len=490	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Usma_0547	len=274	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0548	len=190	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0549	len=535	ExpAA=1.16	First60=0.00	PredHel=0	Topology=o
Usma_0550	len=606	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0551	len=575	ExpAA=0.38	First60=0.37	PredHel=0	Topology=o
Usma_0552	len=533	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0553	len=227	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0554	len=461	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0555	len=170	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0556	len=1420	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Usma_0557	len=505	ExpAA=216.22	First60=10.26	PredHel=10	Topology=i49-71o98-120i127-149o153-175i188-210o215-237i269-286o306-328i340-357o433-455i
Usma_0558	len=483	ExpAA=84.42	First60=22.55	PredHel=4	Topology=i13-35o79-101i121-140o145-167i
Usma_0559	len=737	ExpAA=8.36	First60=0.00	PredHel=0	Topology=o
Usma_0560	len=552	ExpAA=1.54	First60=0.00	PredHel=0	Topology=o
Usma_0561	len=1283	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Usma_0562	len=707	ExpAA=58.97	First60=25.11	PredHel=3	Topology=i7-29o49-68i300-322o
Usma_0563	len=847	ExpAA=16.20	First60=15.95	PredHel=0	Topology=o
Usma_0564	len=275	ExpAA=44.16	First60=21.65	PredHel=2	Topology=i25-47o67-89i
Usma_0565	len=65	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0566	len=628	ExpAA=10.97	First60=0.00	PredHel=0	Topology=o
Usma_0567	len=97	ExpAA=16.01	First60=16.00	PredHel=0	Topology=o
Usma_0568	len=354	ExpAA=1.78	First60=1.78	PredHel=0	Topology=o
Usma_0569	len=96	ExpAA=15.47	First60=15.47	PredHel=0	Topology=o
Usma_0570	len=1822	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0571	len=710	ExpAA=22.17	First60=0.00	PredHel=1	Topology=o610-632i
Usma_0572	len=190	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0573	len=750	ExpAA=125.09	First60=29.09	PredHel=4	Topology=o15-34i55-77o110-132i153-175o
Usma_0574	len=1353	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0575	len=383	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Usma_0576	len=156	ExpAA=1.61	First60=0.20	PredHel=0	Topology=o
Usma_0577	len=415	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0578	len=307	ExpAA=16.52	First60=14.16	PredHel=1	Topology=o4-23i
Usma_0579	len=646	ExpAA=18.43	First60=0.00	PredHel=1	Topology=i79-98o
Usma_0580	len=1033	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0581	len=108	ExpAA=0.30	First60=0.19	PredHel=0	Topology=o
Usma_0582	len=920	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0583	len=1647	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0584	len=1043	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0585	len=549	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0586	len=356	ExpAA=0.26	First60=0.21	PredHel=0	Topology=o
Usma_0587	len=623	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0588	len=71	ExpAA=0.01	First60=0.01	PredHel=0	Topology=i
Usma_0589	len=1150	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0590	len=138	ExpAA=7.97	First60=7.92	PredHel=0	Topology=o
Usma_0591	len=106	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0592	len=402	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
Usma_0593	len=402	ExpAA=3.71	First60=0.00	PredHel=0	Topology=o
Usma_0594	len=413	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0595	len=170	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_0596	len=368	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0597	len=560	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Usma_0598	len=2861	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Usma_0599	len=282	ExpAA=0.15	First60=0.12	PredHel=0	Topology=o
Usma_0600	len=779	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Usma_0601	len=818	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Usma_0602	len=315	ExpAA=3.50	First60=3.43	PredHel=0	Topology=o
Usma_0603	len=1648	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
Usma_0604	len=813	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
Usma_0605	len=251	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0606	len=1684	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Usma_0607	len=882	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0608	len=237	ExpAA=0.72	First60=0.00	PredHel=0	Topology=o
Usma_0609	len=473	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0610	len=626	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0611	len=893	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0612	len=265	ExpAA=64.84	First60=0.03	PredHel=3	Topology=i78-97o107-129i136-158o
Usma_0613	len=639	ExpAA=94.21	First60=22.55	PredHel=4	Topology=i7-29o95-117i130-152o172-194i
Usma_0614	len=1045	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Usma_0615	len=684	ExpAA=11.32	First60=0.00	PredHel=0	Topology=o
Usma_0616	len=374	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
Usma_0617	len=550	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Usma_0618	len=723	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0619	len=483	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Usma_0620	len=1291	ExpAA=3.93	First60=0.00	PredHel=0	Topology=o
